tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,panel_area_m2,district_number,year,Unemployment_Rate,Average_Age,Elderly_Population,Young_Population,Total_Population,Number_of_Houses,employed
tile_r33_c14,11,11,0.0,0.0,01,2024,3,"41,7",3346.0,2467.0,20876,0.0,"73,8"
tile_r33_c15,2,1,126.03,1.486,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c16,33,30,2845.864,111.261,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c17,65,58,3876.777,261.345,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c18,74,64,4461.027,254.629,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c19,68,59,5795.679,229.345,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c2,18,16,5972.103,173.862,17,2024,"3,7","41,1",8351.0,7516.0,54352,40.0,"72,8"
tile_r33_c20,25,20,10112.767,378.188,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c21,11,7,10409.851,405.851,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c22,19,8,15779.0,2498.968,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c23,42,29,11914.241,943.47,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c24,72,66,13428.09,1826.49,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c25,37,26,9085.824,2550.721,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c26,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r33_c3,6,4,3777.446,10.101,17,2024,"3,7","41,1",8351.0,7516.0,54352,40.0,"72,8"
tile_r33_c4,25,23,9707.77,49.754,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r33_c5,26,21,31187.068,1314.52,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r33_c6,24,19,20180.676,2024.798,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r33_c7,35,27,24901.462,182.583,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r33_c8,19,16,6811.13,809.511,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r33_c9,28,26,2364.306,81.494,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r34_c0,55,48,4821.327,541.281,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r34_c1,56,52,5844.113,383.39,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r34_c10,18,17,349.944,7.118,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r34_c11,14,11,3056.165,85.301,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r34_c12,20,14,10001.968,57.569,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r34_c13,14,11,7697.194,284.831,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c14,13,10,9175.873,104.599,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c15,1,1,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c16,5,4,491.446,1.699,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c17,28,21,6850.355,545.201,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c18,43,38,1049.498,145.197,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c19,43,36,5758.637,148.79,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c2,44,37,13614.941,344.319,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r34_c20,52,46,7474.288,316.223,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c21,25,20,10434.148,909.213,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c22,39,24,10377.754,163.909,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c23,26,21,9369.47,1641.69,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c24,49,27,17467.292,2806.712,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c25,30,19,5021.82,1274.146,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c26,1,1,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r34_c3,15,12,7209.324,325.257,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r34_c4,22,20,9070.997,101.954,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r34_c5,26,19,32691.83,360.788,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r34_c6,29,26,24342.199,131.904,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r34_c7,38,31,18377.125,774.233,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r34_c8,46,40,7400.837,418.569,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r34_c9,33,32,1423.792,310.365,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r35_c0,73,63,8472.621,309.835,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r35_c1,40,35,3012.908,90.396,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r35_c10,52,45,9177.772,176.039,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r35_c11,64,56,10541.338,362.34,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r35_c12,45,39,11121.096,407.33,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r35_c13,31,26,11376.409,181.076,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r35_c14,16,13,4509.167,338.854,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c15,5,4,2176.157,150.351,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c16,7,7,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c17,21,19,1129.468,217.826,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c18,33,25,2348.139,163.244,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c19,74,65,3843.99,274.34,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c2,40,32,27469.383,890.799,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r35_c20,34,28,3673.037,88.396,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c21,12,12,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c22,25,12,12829.335,339.279,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c23,67,58,4196.074,285.989,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c24,57,53,4065.745,1081.355,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c25,28,24,7470.089,454.449,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c26,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r35_c3,32,25,11952.46,470.28,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r35_c4,19,15,2534.514,38.698,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r35_c5,20,15,15565.326,925.772,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r35_c6,28,20,21028.97,200.778,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r35_c7,59,50,17828.965,225.943,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r35_c8,31,25,23077.099,709.421,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r35_c9,30,20,38097.128,1437.168,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r36_c0,139,124,3528.573,393.967,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r36_c1,48,42,3496.765,885.461,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r36_c10,46,41,4126.747,59.707,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r36_c11,62,53,5894.373,370.305,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r36_c12,58,52,7600.163,139.885,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r36_c13,36,29,6887.34,301.723,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r36_c14,68,61,3849.715,274.822,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r36_c15,19,17,730.507,23.784,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r36_c16,2,1,818.109,32.38,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c17,11,11,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c18,9,9,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c19,2,2,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c2,24,20,8384.981,1460.866,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r36_c20,28,23,2627.556,215.943,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c21,33,28,1027.71,93.795,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c22,33,29,1296.209,210.487,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c23,102,95,1716.262,176.41,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c24,87,81,2543.423,268.661,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c25,33,25,12013.687,3197.116,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c26,7,6,961.505,240.643,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r36_c3,18,15,11219.327,431.575,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r36_c4,22,20,9677.457,358.915,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r36_c5,21,18,3900.953,1153.768,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r36_c6,20,12,19004.655,298.251,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r36_c7,34,28,9382.761,135.184,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r36_c8,37,30,10995.594,513.145,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r36_c9,29,22,21777.959,107.527,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c0,104,88,2951.12,343.869,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r37_c1,70,60,2901.956,548.974,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r37_c10,45,36,6878.396,280.47,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c11,84,74,2724.255,320.163,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c12,96,87,2257.823,268.087,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c13,45,38,6714.639,555.858,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c14,38,31,3255.795,368.689,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c15,74,67,3611.187,157.884,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c16,67,61,2375.747,157.336,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c17,17,16,287.576,7.219,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r37_c18,48,46,234.571,125.777,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c19,1,1,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c2,29,23,8806.309,169.078,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r37_c20,2,2,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c21,6,5,1983.995,1.379,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c22,21,18,405.899,54.955,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c23,56,48,2336.698,437.892,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c24,40,31,6910.992,167.056,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c25,17,12,2170.644,383.287,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c26,3,3,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r37_c3,25,21,18588.044,587.86,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r37_c4,30,25,3490.273,172.869,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r37_c5,33,24,24258.971,1017.939,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r37_c6,32,26,13387.452,1208.276,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r37_c7,20,14,9873.405,138.053,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r37_c8,34,27,14540.531,781.365,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r37_c9,30,25,9853.918,30.175,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c0,25,21,3244.034,236.442,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r38_c1,35,27,4948.629,601.504,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r38_c10,50,45,4368.565,91.365,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c11,72,66,3135.725,176.87,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c12,61,57,7539.812,416.677,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c13,32,27,17830.185,555.643,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c14,52,47,10683.128,227.779,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c15,94,87,1813.615,347.733,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c16,61,50,4456.808,324.123,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c17,81,69,4844.681,290.115,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c18,53,48,2056.578,235.42,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r38_c19,6,6,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r38_c2,56,47,6691.709,511.583,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r38_c20,1,1,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r38_c21,1,1,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r38_c22,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r38_c23,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r38_c24,15,12,3993.347,211.602,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r38_c25,11,9,406.071,18.877,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r38_c26,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r38_c3,41,38,898.012,14.247,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r38_c4,37,34,3263.55,171.798,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r38_c5,55,50,2832.287,639.51,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r38_c6,51,37,9409.847,1448.309,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r38_c7,21,16,4401.481,507.364,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r38_c8,14,8,35085.427,3898.063,05,2024,"3,6","40,7",9253.0,9037.0,63972,318.0,"73,5"
tile_r38_c9,28,25,3033.844,65.875,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c0,26,22,4479.019,159.754,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r39_c1,110,102,2705.439,480.062,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r39_c10,53,46,4540.47,258.481,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c11,108,90,1120.467,338.54,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c12,33,30,2643.414,182.05,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c13,28,25,14696.293,532.296,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c14,59,53,15580.585,1170.123,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c15,86,73,5157.239,765.64,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c16,37,32,6537.033,568.527,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c17,47,40,2823.75,226.106,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c18,36,28,4851.391,413.737,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c19,33,29,4152.44,98.913,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c2,106,91,5087.036,444.603,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r39_c20,1,1,0.0,0.0,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c21,2,2,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r39_c22,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r39_c23,2,2,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r39_c24,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r39_c25,14,13,225.892,29.801,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r39_c26,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r39_c3,48,44,6941.766,505.255,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r39_c4,29,24,2616.998,420.791,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r39_c5,42,38,3647.146,276.27,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r39_c6,45,40,5896.97,275.178,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r39_c7,22,20,21728.588,727.345,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r39_c8,16,11,13653.502,1131.384,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r39_c9,33,31,6930.891,310.681,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r3_c0,7,5,7254.345,258.147,20,2024,"3,5",43,10752.0,7796.0,51637,317.0,"66,4"
tile_r3_c1,1,1,0.0,0.0,20,2024,"3,5",43,10752.0,7796.0,51637,317.0,"66,4"
tile_r3_c10,61,53,3079.98,176.143,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c11,78,65,4284.812,226.158,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c12,51,47,11287.409,526.716,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c13,29,24,7461.686,304.062,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c14,61,53,3816.583,166.082,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c15,63,56,3285.01,946.671,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c16,41,34,1570.069,262.228,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c17,18,16,681.306,34.819,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c18,66,59,2002.031,175.662,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c19,99,86,5193.709,537.011,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c2,0,0,0.0,0.0,20,2024,"3,5",43,10752.0,7796.0,51637,317.0,"66,4"
tile_r3_c20,110,98,2871.835,533.555,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c21,91,78,4240.965,484.151,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c22,9,9,0.0,0.0,23,2024,"3,4","41,5",6371.0,6857.0,36230,185.0,"66,4"
tile_r3_c23,27,24,402.146,118.066,23,2024,"3,4","41,5",6371.0,6857.0,36230,185.0,"66,4"
tile_r3_c24,61,50,3248.2,871.562,23,2024,"3,4","41,5",6371.0,6857.0,36230,185.0,"66,4"
tile_r3_c25,41,33,1713.317,272.455,23,2024,"3,4","41,5",6371.0,6857.0,36230,185.0,"66,4"
tile_r3_c26,0,0,0.0,0.0,23,2024,"3,4","41,5",6371.0,6857.0,36230,185.0,"66,4"
tile_r3_c3,0,0,0.0,0.0,20,2024,"3,5",43,10752.0,7796.0,51637,317.0,"66,4"
tile_r3_c4,0,0,0.0,0.0,20,2024,"3,5",43,10752.0,7796.0,51637,317.0,"66,4"
tile_r3_c5,0,0,0.0,0.0,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c6,0,0,0.0,0.0,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c7,36,25,4993.839,354.958,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c8,20,14,6683.627,107.327,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r3_c9,71,64,2191.337,720.388,21,2024,"3,7","41,9",15043.0,14192.0,81804,874.0,"66,9"
tile_r40_c0,113,102,5077.448,409.924,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r40_c1,137,122,4012.082,394.452,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r40_c10,85,69,5123.559,458.101,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c11,94,84,4321.312,193.863,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c12,18,14,4512.852,282.206,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c13,31,25,8782.919,375.962,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c14,44,37,7238.364,164.699,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c15,30,25,5638.55,103.736,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c16,78,73,1038.908,162.642,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c17,86,79,3515.674,273.56,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c18,53,48,2385.541,37.574,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c19,63,55,3711.399,242.713,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c2,113,99,3146.743,353.042,16,2024,5,"42,1",23394.0,20620.0,120776,378.0,"66,2"
tile_r40_c20,65,54,3136.16,222.312,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c21,6,5,228.019,7.958,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c22,0,0,0.0,0.0,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
tile_r40_c23,16,16,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r40_c24,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r40_c25,7,6,104.145,52.178,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r40_c26,0,0,0.0,0.0,12,2024,"3,6","40,4",12330.0,11132.0,77092,215.0,"71,8"
tile_r40_c3,49,43,5130.41,247.421,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r40_c4,64,62,460.127,188.815,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r40_c5,91,82,4643.749,113.528,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r40_c6,48,38,17273.61,645.056,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r40_c7,27,21,8563.385,1884.5,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r40_c8,16,12,3428.66,658.611,14,2024,"5,2","41,5",7973.0,7566.0,47367,51.0,"69,5"
tile_r40_c9,30,21,18503.754,1917.537,13,2024,"3,6","42,4",18288.0,16055.0,95475,275.0,"66,4"
