tile,total_rooftops,rooftops_without_solar,square_meters_with_solar_m2,panel_area_m2,district_number,year,Unemployment_Rate,Average_Age,Elderly_Population,Young_Population,Total_Population,Number_of_Houses,employed
tile_r43_c24,47,43,2939.456,426.816,12,2022,"3,2","39,7",12086.0,11832.0,79092,100.0,"71,6"
tile_r43_c25,25,20,3778.422,222.607,12,2022,"3,2","39,7",12086.0,11832.0,79092,100.0,"71,6"
tile_r43_c26,0,0,0.0,0.0,12,2022,"3,2","39,7",12086.0,11832.0,79092,100.0,"71,6"
tile_r43_c3,64,54,4696.844,872.295,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r43_c4,43,35,6042.752,169.356,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r43_c5,88,77,8329.92,455.072,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r43_c6,70,54,8661.255,1282.373,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r43_c7,28,28,0.0,0.0,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r43_c8,7,6,1371.731,11.37,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r43_c9,13,11,3792.063,30.707,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c0,4,3,204.753,13.615,16,2022,"4,4",42,23143.0,20755.0,119572,592.0,66
tile_r44_c1,32,25,1617.655,177.92,16,2022,"4,4",42,23143.0,20755.0,119572,592.0,66
tile_r44_c10,150,140,3366.891,302.459,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c11,49,41,7921.886,1169.542,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c12,100,92,2570.824,573.561,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c13,129,119,3493.515,267.521,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c14,116,95,5377.488,474.458,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c15,49,43,4071.404,382.032,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c16,34,30,2115.18,31.744,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c17,27,23,2202.58,30.36,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c18,17,13,6584.759,76.103,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c19,29,24,7358.928,23.879,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c2,144,129,4423.459,408.234,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r44_c20,30,28,964.286,153.553,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c21,22,17,11737.599,397.144,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c22,10,10,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c23,23,20,640.389,70.117,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r44_c24,7,5,1188.059,33.942,12,2022,"3,2","39,7",12086.0,11832.0,79092,100.0,"71,6"
tile_r44_c25,48,42,6356.174,326.324,12,2022,"3,2","39,7",12086.0,11832.0,79092,100.0,"71,6"
tile_r44_c26,3,3,0.0,0.0,12,2022,"3,2","39,7",12086.0,11832.0,79092,100.0,"71,6"
tile_r44_c3,124,111,6689.233,659.111,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r44_c4,58,51,9523.541,356.149,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r44_c5,91,82,3318.727,305.935,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r44_c6,105,93,4712.112,342.78,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r44_c7,37,37,0.0,0.0,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r44_c8,11,9,7148.45,2503.317,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r44_c9,17,15,6844.564,1389.569,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c0,12,7,5969.263,1770.232,16,2022,"4,4",42,23143.0,20755.0,119572,592.0,66
tile_r45_c1,125,110,4248.575,706.8,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r45_c10,27,19,10709.65,336.139,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c11,37,31,2562.616,274.7,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c12,112,98,4532.891,205.63,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c13,156,139,4523.253,512.958,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c14,82,73,3458.194,514.283,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c15,52,38,4643.169,427.9,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c16,73,61,4862.79,440.904,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c17,19,15,4019.213,46.92,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c18,37,31,4769.077,426.791,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c19,37,33,884.679,312.974,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c2,157,138,5350.674,658.866,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r45_c20,30,25,6790.673,1689.035,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c21,29,24,8096.728,503.566,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c22,5,3,2455.118,366.979,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c23,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c24,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r45_c25,10,8,30146.888,2322.596,12,2022,"3,2","39,7",12086.0,11832.0,79092,100.0,"71,6"
tile_r45_c26,0,0,0.0,0.0,12,2022,"3,2","39,7",12086.0,11832.0,79092,100.0,"71,6"
tile_r45_c3,147,133,3599.783,414.886,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r45_c4,147,131,4273.174,394.849,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r45_c5,55,49,3672.634,1194.512,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r45_c6,35,29,13534.704,2901.521,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r45_c7,7,4,7334.924,373.995,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r45_c8,13,9,13962.57,815.772,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r45_c9,24,19,5575.947,37.082,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c0,72,63,6669.469,584.786,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r46_c1,146,133,3028.866,380.522,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r46_c10,28,25,3970.999,168.923,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c11,50,45,1514.053,354.483,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c12,98,83,4593.959,638.981,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c13,21,19,2969.468,123.091,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c14,19,15,2774.265,800.979,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c15,98,83,7738.04,530.568,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c16,55,45,2248.507,288.987,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c17,11,8,311.354,97.239,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c18,1,1,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c19,47,40,1660.047,127.884,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c2,163,147,3443.435,390.263,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r46_c20,38,34,942.647,33.321,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c21,11,8,895.082,309.822,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c22,4,3,315.418,3.289,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c23,2,2,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c24,7,5,925.424,113.489,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c25,13,11,19540.498,1741.722,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c26,6,4,1969.022,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c3,165,138,7148.059,643.165,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r46_c4,154,139,4948.215,542.303,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r46_c5,97,81,5549.244,393.631,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r46_c6,80,73,6296.999,87.582,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r46_c7,9,8,840.536,8.396,14,2022,"4,3","41,3",7849.0,7675.0,47148,181.0,"69,3"
tile_r46_c8,4,4,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r46_c9,23,18,1634.061,177.123,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c0,130,116,4443.112,480.652,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r47_c1,134,121,3118.839,434.657,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r47_c10,20,17,11169.972,1490.562,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c11,66,56,4403.248,309.647,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c12,110,100,3433.182,467.982,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c13,68,59,5199.439,590.802,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c14,33,25,1735.326,177.018,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c15,41,38,1043.524,141.218,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c16,6,3,390.377,317.865,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c17,3,2,626.288,12.313,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c18,31,25,4297.222,301.973,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c19,39,32,3432.675,188.7,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c2,103,85,5759.274,549.978,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r47_c20,13,11,563.048,122.987,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c21,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c22,1,1,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c23,13,9,3071.107,165.271,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c24,18,14,3298.054,790.517,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c25,16,12,3887.205,518.809,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c26,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c3,151,122,8417.694,756.718,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r47_c4,134,119,6174.626,438.856,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r47_c5,74,62,6669.302,1019.419,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r47_c6,85,70,4333.032,351.92,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r47_c7,108,93,5060.548,423.83,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r47_c8,26,21,1676.961,172.363,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r47_c9,9,6,15051.936,1539.227,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c0,165,148,4648.173,625.413,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c1,130,114,3909.021,690.642,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c10,44,36,6218.31,909.849,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c11,87,76,3382.242,336.206,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c12,60,53,3416.53,116.519,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c13,24,20,1625.11,117.249,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c14,14,9,1138.483,67.856,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c15,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c16,8,7,331.334,144.381,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c17,72,61,3924.118,538.295,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c18,72,56,5991.631,471.263,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c19,24,21,652.704,39.799,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c2,140,122,5412.634,442.264,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c20,7,5,802.765,285.557,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c21,1,1,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c22,9,8,191.816,26.099,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c23,13,11,109.899,34.158,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c24,2,1,99.703,9.228,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c25,1,0,177.322,8.802,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c26,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r48_c3,79,70,3265.264,375.226,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c4,112,97,6225.698,442.368,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c5,71,67,571.804,96.841,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c6,63,56,2577.151,131.476,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c7,71,57,11200.704,526.712,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c8,26,22,18879.392,3885.473,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r48_c9,8,4,2597.658,415.65,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c0,121,106,3190.145,236.763,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c1,47,38,2250.41,744.462,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c10,20,16,5820.505,123.765,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c11,114,99,7228.843,689.954,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c12,45,41,1114.746,73.714,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c13,75,65,373.407,123.195,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c14,22,20,1690.578,348.629,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c15,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c16,5,2,1169.705,109.986,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c17,8,7,304.76,13.375,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c18,20,14,1190.906,311.737,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c19,5,5,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c2,74,54,4629.829,764.352,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c20,5,3,844.483,8.277,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c21,14,13,391.724,196.074,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c22,10,8,319.02,2.546,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c23,35,30,596.168,200.704,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c24,3,3,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c25,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c26,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r49_c3,94,83,5337.735,565.649,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c4,90,82,6067.302,516.895,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c5,57,47,1967.499,189.85,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c6,158,136,6302.987,585.117,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c7,60,52,9835.829,1460.959,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c8,22,15,30719.867,1431.282,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r49_c9,12,8,19451.56,550.803,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r4_c0,7,5,728.38,344.3,20,2022,"3,1","42,9",10727.0,7930.0,51239,108.0,"65,9"
tile_r4_c1,3,2,480.071,31.905,20,2022,"3,1","42,9",10727.0,7930.0,51239,108.0,"65,9"
tile_r4_c10,110,99,4620.53,301.505,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c11,65,57,6306.399,741.559,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c12,30,22,26719.185,865.757,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c13,64,62,1517.404,315.525,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c14,113,103,3048.643,197.09,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c15,108,97,3210.352,160.008,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c16,138,120,4004.774,526.479,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c17,51,45,9291.473,710.154,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c18,127,114,3968.285,259.62,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c19,129,112,4096.24,430.456,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c2,2,2,0.0,0.0,20,2022,"3,1","42,9",10727.0,7930.0,51239,108.0,"65,9"
tile_r4_c20,58,50,1920.391,285.349,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c21,14,13,223.036,2.653,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c22,59,56,1268.718,76.066,23,2022,"3,2","41,2",6283.0,7005.0,36017,328.0,"65,8"
tile_r4_c23,65,51,14096.292,528.375,23,2022,"3,2","41,2",6283.0,7005.0,36017,328.0,"65,8"
tile_r4_c24,83,71,3953.327,687.096,23,2022,"3,2","41,2",6283.0,7005.0,36017,328.0,"65,8"
tile_r4_c25,98,84,3766.293,406.826,23,2022,"3,2","41,2",6283.0,7005.0,36017,328.0,"65,8"
tile_r4_c26,0,0,0.0,0.0,23,2022,"3,2","41,2",6283.0,7005.0,36017,328.0,"65,8"
tile_r4_c3,0,0,0.0,0.0,20,2022,"3,1","42,9",10727.0,7930.0,51239,108.0,"65,9"
tile_r4_c4,3,3,0.0,0.0,20,2022,"3,1","42,9",10727.0,7930.0,51239,108.0,"65,9"
tile_r4_c5,1,1,0.0,0.0,20,2022,"3,1","42,9",10727.0,7930.0,51239,108.0,"65,9"
tile_r4_c6,0,0,0.0,0.0,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c7,18,14,2365.685,226.898,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c8,57,48,3088.345,409.217,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r4_c9,100,89,2382.15,319.39,21,2022,"3,2","41,9",14852.0,14062.0,80309,602.0,"66,6"
tile_r50_c0,140,117,8133.289,417.045,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c1,116,101,5875.089,554.191,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c10,14,10,639.452,154.151,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c11,15,11,1909.0,92.523,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c12,3,3,0.0,0.0,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c13,0,0,0.0,0.0,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c14,0,0,0.0,0.0,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c15,0,0,0.0,0.0,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c16,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c17,4,3,29.722,23.353,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c18,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c19,3,3,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c2,55,47,3341.567,494.579,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c20,16,10,1550.445,207.668,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c21,4,2,116.077,40.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c22,2,1,291.747,20.688,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c23,4,2,394.088,67.573,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c24,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c25,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c26,1,1,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r50_c3,75,61,10147.953,294.949,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c4,67,64,3122.019,1241.216,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c5,107,99,4446.025,456.67,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c6,139,125,2805.911,406.767,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c7,36,31,7908.791,881.352,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c8,32,26,15288.206,300.623,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r50_c9,40,32,4154.818,755.549,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c0,96,88,3366.999,359.716,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c1,148,131,5738.107,563.977,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c10,31,21,5450.233,665.267,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c11,16,11,3191.167,121.205,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c12,15,10,3890.926,449.716,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c13,23,20,3508.345,280.586,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c14,7,4,3023.864,94.191,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c15,7,6,683.906,5.309,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c16,77,72,2096.151,208.83,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r51_c17,4,3,1283.71,43.31,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r51_c18,0,0,0.0,0.0,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r51_c19,2,1,2285.769,81.294,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
tile_r51_c2,149,130,5168.353,494.687,15,2022,"3,3","40,6",11861.0,15096.0,75998,436.0,68
tile_r51_c20,12,10,175.726,47.221,13,2022,"2,7","42,2",18080.0,15916.0,94317,204.0,"66,2"
